time,flow
01:15,13
01:30,11
01:45,10
02:00,7
02:15,8
02:30,5
02:45,3
03:00,7
03:15,3
03:30,6
03:45,10
04:00,11
04:15,11
04:30,15
04:45,12
05:00,22
05:15,38
05:30,64
05:45,60
06:00,96
06:15,160
06:30,252
